Provider CCN;Hospital Name;Fiscal Year Begin Date;Fiscal Year End Date;number_of_beds
170040;UNIVERSITY OF KANSAS HOSPITAL;07/01/2021;6/30/2022;969
170049;OLATHE MEDICAL CENTER;01/01/2021;12/31/2021;278
170068;SOUTHWEST MEDICAL CENTER;01/01/2021;12/31/2021;71
170074;GEARY COMMUNITY HOSPITAL;05/01/2021;4/30/2022;49
170075;MERCY HOSPITAL  INC.;10/01/2020;9/30/2021;16
170086;STORMONT-VAIL REGIONAL HEALTH CENTER;10/01/2020;9/30/2021;438
170103;NEWTON MEDICAL CENTER;07/01/2021;6/30/2022;99
170104;ADVENTHEALTH SHAWNEE MISSION;01/01/2021;12/31/2021;385
170105;MCPHERSON HOSPITAL  INC.;07/01/2021;6/30/2022;37
170109;MIAMI COUNTY MEDICAL CENTER;01/01/2021;12/31/2021;18
170110;CENTURA BOB WILSON MEMORIAL HOSPITAL;07/01/2021;6/30/2022;26
170120;LABETTE COUNTY MEDICAL CENTER;01/01/2021;12/31/2021;56
170122;VIA CHRISTI HOSPITAL WICHITA;10/01/2020;9/30/2021;666
170123;WESLEY MEDICAL CENTER;01/01/2021;12/31/2021;590
170137;LAWRENCE MEMORIAL HOSPITAL;01/01/2021;12/31/2021;136
170142;MERCY REGIONAL HEALTH CENTER;04/01/2021;3/31/2022;94
170145;COFFEYVILLE REG MEDICAL CENTER  INC.;01/01/2021;12/31/2021;47
170146;PROVIDENCE MEDICAL CENTER;01/01/2021;12/31/2021;221
170150;SOUTH CENTRAL KS REGIONAL MEDICAL CT;01/01/2021;12/31/2021;44
170166;MORTON COUNTY HEALTH SYSTEM;01/01/2021;12/31/2021;26
170175;WESTERN PLAINS MEDICAL COMPLEX;03/01/2021;2/28/2022;89
170176;OVERLAND PARK REGIONAL MED CTR;06/01/2021;5/31/2022;261
170182;MENORAH MEDICAL CENTER;06/01/2021;5/31/2022;153
170183;KANSAS SURGERY & RECOVERY CENTER;07/01/2021;6/30/2022;32
170185;ST. LUKES SOUTH;01/01/2021;12/31/2021;165
170186;KANSAS HEART HOSPITAL;01/01/2021;12/31/2021;46
170187;SALINA SURGICAL HOSPITAL;01/01/2021;12/31/2021;16
170188;KANSAS CITY ORTHOPAEDIC INSTITUTE;01/01/2021;12/31/2021;17
170190;MANHATTAN SURGICAL HOSPITAL;01/01/2021;12/31/2021;13
170191;UKHS GREAT BEND CAMPUS;07/01/2021;6/30/2022;29
170194;DOCTORS HOSPITAL;01/01/2021;12/31/2021;9
170196;KANSAS SPINE & SPECIALTY HOSPITAL;01/01/2021;12/31/2021;35
170197;KANSAS MEDICAL CENTER;01/01/2021;12/31/2021;58
170198;SUMMIT SURGICAL  LLC;01/01/2021;12/31/2021;10
170199;MINIMALLY INVASIVE SURGERY HOSPITAL;01/01/2021;12/31/2021;9
170200;VIA CHRISTI HOSP. WICHITA ST. TERESA;08/01/2021;7/31/2022;46
170203;MERCY SPECIALTY HOSPITAL - SOUTHEAST;07/01/2021;6/30/2022;36
170204;ROCK REGIONAL HOSPITAL;01/01/2021;12/31/2021;31
171300;GRISELL MEMORIAL HOSPITAL DIST #1;01/01/2021;12/31/2021;23
171301;GREAT PLAINS OF ELLINWOOD  INC.;10/01/2020;9/30/2021;23
171303;LANE COUNTY HOSPITAL;01/01/2021;12/31/2021;25
171304;ASHLAND HEALTH CENTER;01/01/2021;12/31/2021;25
171306;WICHITA COUNTY HEALTH CENTER;01/01/2021;12/31/2021;35
171307;RAWLINS COUNTY HEALTH CENTER;07/01/2021;6/30/2022;15
171308;MERCY HOSPITAL COLUMBUS;07/01/2021;6/30/2022;25
171309;JEWELL COUNTY HOSPITAL;01/01/2021;12/31/2021;25
171310;GREAT PLAINS OF CHEYENNE COUNTY  INC;01/01/2021;12/31/2021;16
171311;ROOKS COUNTY HEALTH CENTER;01/01/2021;12/31/2021;22
171312;COMANCHE COUNTY HOSPITAL;01/01/2021;12/31/2021;12
171313;KEARNY COUNTY HOSPITAL;07/01/2021;6/30/2022;100
171314;FW HUSTON MEMORIAL HOSPITAL;01/01/2021;12/31/2021;69
171315;NEMAHA VALLEY COMMUNITY HOSPITAL;07/01/2021;6/30/2022;24
171316;ANDERSON COUNTY HOSPITAL;01/01/2021;12/31/2021;42
171317;EDWARDS COUNTY HOSPITAL;01/01/2021;12/31/2021;12
171318;SEDAN CITY HOSPITAL;07/01/2021;6/30/2022;15
171319;HOLTON COMMUNITY HOSPITAL;04/01/2021;3/31/2022;14
171321;MEADE DISTRICT HOSPITAL;01/01/2021;12/31/2021;65
171322;HAMILTON COUNTY HOSPITAL;01/01/2021;12/31/2021;25
171323;STAFFORD COUNTY HOSPITAL;01/01/2021;12/31/2021;25
171324;SATANTA DISTRICT HOSPITAL;01/01/2021;12/31/2021;57
171325;GRAHAM COUNTY HOSPITAL;01/01/2021;12/31/2021;15
171326;LOGAN COUNTY HOSPITAL;01/01/2021;12/31/2021;25
171327;ELLSWORTH COUNTY MEDICAL CENTER;07/01/2021;6/30/2022;19
171328;GREAT PLAINS OF OTTAWA COUNTY  INC;10/01/2020;9/30/2021;25
171329;SUMNER COUNTY HOSPITAL DISTRICT #1;01/01/2021;12/31/2021;25
171330;HOSPITAL DIST NO 1 OF RICE COUNTY;05/01/2021;4/30/2022;25
171331;KIOWA DISTRICT HOSPITAL;01/01/2021;12/31/2021;10
171332;KIOWA COUNTY MEMORIAL HOSPTIAL;01/01/2021;12/31/2021;15
171333;CLARA BARTON HOSPITAL ASSOCIATION;01/01/2021;12/31/2021;18
171334;MEDICINE LODGE MEMORIAL HOSPITAL;01/01/2021;12/31/2021;22
171335;STEVENS COUNTY HOSPITAL;01/01/2021;12/31/2021;100
171336;NESS COUNTY HOSPITAL DISTRICT #2;01/01/2021;12/31/2021;55
171337;WAMEGO HOSPITAL ASSOCIATION;10/01/2020;9/30/2021;18
171338;GREAT PLAINS OF SABETHA  INC.;01/01/2021;12/31/2021;16
171339;GREENWOOD COUNTY HOSPITAL;10/01/2020;9/30/2021;25
171340;HERINGTON HOSPITAL;07/01/2021;6/30/2022;15
171341;HIAWATHA COMMUNITY HOSPITAL;01/01/2021;12/31/2021;25
171342;RUSH COUNTY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;16
171343;STANTON COUNTY HOSPITAL;01/01/2021;12/31/2021;16
171344;WILSON MEDICAL CENTER;01/01/2021;12/31/2021;15
171345;PAWNEE VALLEY COMMUNITY HOSPITAL;07/01/2021;6/30/2022;17
171346;PATTERSON HEALTH CENTER;01/01/2021;12/31/2021;25
171347;SHERIDAN COUNTY HEALTH COMPLEX;01/01/2021;12/31/2021;50
171348;NORTON COUNTY HOSPITAL;07/01/2021;6/30/2022;25
171349;CLOUD COUNTY HEALTH CENTER;10/01/2020;9/30/2021;22
171350;RUSSELL REGIONAL HOSPITAL;08/01/2021;7/31/2022;44
171351;WASHINGTON COUNTY HOSPITAL;01/01/2021;12/31/2021;25
171352;DECATUR COUNTY HOSPITAL;01/01/2021;12/31/2021;18
171353;PHILLIPS COUNTY HOSPITAL;04/01/2021;3/31/2022;25
171354;COMMUNITY HEALTHCARE SYSTEM;04/01/2021;3/31/2022;25
171355;TREGO COUNTY LEMKE MEMORIAL HOSPITAL;01/01/2021;12/31/2021;62
171356;ST. LUKE HOSPITAL;10/01/2020;9/30/2021;42
171357;HILLSBORO COMMUNITY HOSPITAL;01/01/2021;12/31/2021;15
171358;LINDSBORG COMMUNITY HOSPITAL;10/01/2020;9/30/2021;14
171359;GREELEY COUNTY HEALTH SERVICES;01/01/2021;12/31/2021;50
171360;LINCOLN COUNTY HOSPITAL;04/01/2021;3/31/2022;11
171361;GREAT PLAINS OF REPUBLIC CO.  INC;10/01/2020;9/30/2021;25
171362;CITIZENS MEDICAL CENTER;01/01/2021;12/31/2021;83
171363;COMMUNITY MEMORIAL HEALTHCARE  INC.;01/01/2021;12/31/2021;23
171364;OSBORNE COUNTY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;16
171365;HANOVER HOSPITAL;01/01/2021;12/31/2021;25
171367;GOVE COUNTY MEDICAL CENTER;01/01/2021;12/31/2021;63
171368;MINNEOLA DISTRICT HOSPITAL;01/01/2021;12/31/2021;50
171369;HODGEMAN COUNTY HEALTH CENTER;01/01/2021;12/31/2021;25
171370;GOODLAND REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;22
171371;CLAY COUNTY MEDICAL CENTER;01/01/2021;12/31/2021;19
171372;SCOTT COUNTY HOSPITAL  INC.;07/01/2021;6/30/2022;25
171373;ALLEN COUNTY REGIONAL HOSPITAL;01/01/2021;12/31/2021;25
171374;FREDONIA REGIONAL HOSPITAL;01/01/2021;12/31/2021;25
171375;MITCHELL CO HOSP HEALTH SYSTEMS;04/01/2021;3/31/2022;72
171376;HOSPITAL DISTRICT #1 CRAWFORD COUNTY;01/01/2021;12/31/2021;33
171377;GREAT PLAINS OF SMITH CO.  INC;04/01/2021;3/31/2022;16
171378;NINNESCAH VALLEY HEALTH SYSTEMS;05/01/2021;4/30/2022;25
171379;MORRIS COUNTY HOSPITAL;01/01/2021;12/31/2021;21
171380;NEOSHO MEMORIAL REGIONAL MED CTR;01/01/2021;12/31/2021;21
171381;MEMORIAL HOSPITAL - ABILENE;01/01/2021;12/31/2021;106
171382;ATCHISON HOSPITAL ASSOCIATION;10/01/2020;9/30/2021;25
171383;WILLIAM NEWTON MEMORIAL HOSPITAL;01/01/2021;12/31/2021;22
171384;NEWMAN REGIONAL HEALTH;01/01/2021;12/31/2021;31
171385;COFFEY COUNTY HOSPITAL;01/01/2021;12/31/2021;91
172004;KPC PROMISE HOSPITAL OF OVERLAND PK;09/01/2021;8/31/2022;108
172005;SSH - KANSAS CITY;11/01/2020;10/31/2021;40
172007;SSH - WICHITA  INC.;01/01/2021;12/31/2021;48
173025;KANSAS REHABILITATION HOSPITAL  A JO;01/01/2021;12/31/2021;57
173026;MIDAMERICA REHABILITATION HOSPITAL;01/01/2021;12/31/2021;98
173027;WESLEY REHABILITATION HOSPITAL  AN A;01/01/2021;03/04/2022;65
173028;VIA CHRISTI REHAB CENTER  INC;10/01/2020;9/30/2021;58
173032;REHABILITATION HOSP OF OVERLAND PARK;01/01/2021;12/31/2021;45
173033;MEADOWBROOK REHABILITATION HOSPITAL;01/01/2021;12/31/2021;96
173300;CHILDRENS MERCY HOSPITAL KANSAS;07/01/2021;6/30/2022;52
174006;LARNED STATE HOSPITAL;07/01/2021;6/30/2022;81
174016;PRAIRIE VIEW  INC.;07/01/2021;6/30/2022;30
174020;COTTONWOOD SPRINGS;01/01/2021;12/31/2021;72
174022;OSAWATOMIE STATE HOSPITAL;07/01/2021;6/30/2022;60
174023;ST ANTHONYS SENIOR CARE HOSPITAL LLC;01/01/2021;12/31/2021;20
174024;ST ANTHONYS SENIOR CARE HOSPITAL LLC;01/01/2021;12/31/2021;19
174025;ANEW HEALTH;07/07/2021;12/31/2021;20
180001;ST ELIZABETH FT THOMAS;01/01/2021;12/31/2021;157
180002;WHITESBURG ARH;07/01/2021;6/30/2022;90
180004;MUHLENBERG COMMUNITY HOSPITAL;06/01/2021;5/31/2022;90
180005;HIGHLANDS REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;170
180009;KINGS DAUGHTERS MEDICAL CENTER;10/01/2020;9/30/2021;387
180010;SAINT JOSEPH HOSPITAL;07/01/2021;6/30/2022;255
180011;SAINT JOSEPH LONDON;07/01/2021;6/30/2022;122
180012;BAPTIST HEALTH HARDIN;09/01/2021;8/31/2022;262
180013;THE MEDICAL CENTER;04/01/2021;3/31/2022;326
180016;JEWISH HOSPITAL-SHELBYVILLE;07/01/2021;6/30/2022;32
180017;T.J. SAMSON COMMUNITY HOSPITAL;10/01/2020;9/30/2021;134
180018;ST. CLAIRE MEDICAL CENTER;07/01/2021;6/30/2022;126
180019;MEADOWVIEW REGIONAL MEDICAL CENTER;12/01/2020;11/30/2021;100
180020;MIDDLESBORO ARH;07/01/2021;6/30/2022;46
180024;SPRING VIEW HOSPITAL;10/01/2020;9/30/2021;75
180025;FLAGET MEMORIAL HOSPITAL;07/01/2021;6/30/2022;52
180027;MURRAY CALLOWAY COUNTY HOSPITAL;10/01/2020;9/30/2021;231
180029;HAZARD ARH;07/01/2021;6/30/2022;300
180035;ST ELIZABETH HEALTHCARE;01/01/2021;12/31/2021;541
180038;OWENSBORO HEALTH REGIONAL HOSPITAL;06/01/2021;5/31/2022;352
180040;UOFL HEALTH-LOUISVILLE;07/01/2021;6/30/2022;899
180043;ADVENTHEALTH MANCHESTER;10/01/2020;9/30/2021;49
180044;PIKEVILLE MEDICAL CENTER;10/01/2020;9/30/2021;347
180045;ST. ELIZABETH FLORENCE;01/01/2021;12/31/2021;150
180046;BOURBON COMMUNITY HOSPITAL;06/01/2021;5/31/2022;58
180048;EPHRAIM MCDOWELL REG MED CTR;10/01/2020;9/30/2021;164
180049;BAPTIST HEALTH RICHMOND;09/01/2021;8/31/2022;50
180050;HARLAN ARH;07/01/2021;6/30/2022;103
180051;JENNIE STUART MEDICAL CENTER;01/01/2021;12/31/2021;135
180056;DEACONESS HENDERSON HOSPITAL;10/01/2020;9/30/2021;118
180064;SAINT JOSEPH MOUNT STERLING;07/01/2021;6/30/2022;42
180066;LOGAN MEMORIAL HOSPITAL;03/01/2021;2/28/2022;75
180067;UNIVERSITY HOSPITAL;07/01/2021;6/30/2022;991
180069;TUG VALLEY ARH;07/01/2021;6/30/2022;123
180070;OWENSBORO HEALTH TWIN LAKES MEDICAL;01/01/2021;5/31/2021;49
180070;OWENSBORO HEALTH TWIN LAKES MEDICAL;06/01/2021;5/31/2022;49
180078;PAUL B. HALL REGIONAL MEDICAL CENTER;10/01/2020;9/30/2021;72
180079;HARRISON MEMORIAL HOSPITAL;10/01/2020;9/30/2021;34
180080;BAPTIST HEALTH CORBIN;09/01/2021;8/31/2022;221
180087;TAYLOR REGIONAL HOSPITAL;07/01/2021;6/30/2022;90
180088;NORTON HOSPITALS  INC;01/01/2021;12/31/2021;1465
180092;CLARK REGIONAL MEDICAL CENTER;05/01/2021;4/30/2022;79
180093;BAPTIST HEALTH MADISONVILLE;09/01/2021;8/31/2022;159
180095;CRITTENDEN COMMUNITY HOSPITAL LLC;01/01/2021;12/31/2021;48
180101;GEORGETOWN COMMUNITY HOSPITAL;03/01/2021;2/28/2022;75
180102;MERCY HEALTH LOURDES HOSPITAL LLC;01/01/2021;12/31/2021;326
180103;BAPTIST HEALTH LEXINGTON;09/01/2021;8/31/2022;402
180104;BAPTIST HEALTH PADUCAH;09/01/2021;8/31/2022;176
180105;MONROE COUNTY MEDICAL CENTER;03/01/2021;2/28/2022;49
180106;THE MEDICAL CENTER OF ALBANY;04/01/2021;3/31/2022;20
180115;ROCKCASTLE HOSPT. & RESPIR CARE CTR;11/01/2020;10/31/2021;173
180116;JACKSON PURCHASE MEDICAL CENTER;03/01/2021;2/28/2022;107
180124;GREENVIEW REGIONAL HOSPITAL;10/01/2020;9/30/2021;118
180127;FRANKFORT REGIONAL;08/01/2021;7/31/2022;126
180128;THREE RIVERS MEDICAL CENTER;04/01/2021;3/31/2022;84
180130;BAPTIST HEALTH LOUISVILLE;09/01/2021;8/31/2022;486
180132;LAKE CUMBERLAND REGIONAL HOSP;01/01/2021;12/31/2021;216
180138;BAPTIST HEALTH LAGRANGE;09/01/2021;8/31/2022;42
180139;KENTUCKY RIVER MEDICAL CENTER;09/01/2021;8/31/2022;49
180141;UNIVERSITY OF LOUISVILLE HOSPITAL;07/01/2021;6/30/2022;333
180143;SAINT JOSEPH EAST;07/01/2021;6/30/2022;160
180149;TJ HEALTH COLUMBIA;10/01/2020;9/30/2021;49
180154;PINEVILLE COMMUNITY HEALTH CENTER;07/01/2021;6/30/2022;57
181301;MARCUM & WALLACE MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
181302;JAMES B HAGGIN MEMORIAL HOSPITAL;10/01/2020;9/30/2021;25
181304;TRIGG COUNTY HOSPITAL;05/01/2021;4/30/2022;25
181305;OUR LADY OF THE WAY;07/01/2021;6/30/2022;25
181306;DEACONNESS UNION COUNTY HOSPITAL;10/01/2020;9/30/2021;25
181307;MORGAN CO. ARH;07/01/2021;6/30/2022;25
181308;BLUEGRASS COMMUNITY HOSPITAL;03/01/2021;2/28/2022;25
181309;CASEY COUNTY HOSPITAL;07/01/2021;6/30/2022;24
181310;CARROLL COUNTY MEMORIAL HOSP;01/01/2021;12/31/2021;25
181311;ST ELIZABETH - GRANT COUNTY;01/01/2021;12/31/2021;15
181314;THE MEDICAL CENTER AT CAVERNA;04/01/2021;3/31/2022;25
181315;FORT LOGAN HOSPITAL;10/01/2020;9/30/2021;25
181316;MARY BRECKINRIDGE HOSPITAL;07/01/2021;6/30/2022;25
181317;CUMBERLAND COUNTY HOSPITAL;07/01/2021;6/30/2022;25
181318;THE MEDICAL CENTER AT FRANKLIN;04/01/2021;3/31/2022;18
181319;BRECKINRIDGE HEALTH  INC;01/01/2021;12/31/2021;43
181320;LIVINGSTON HOSPITAL;01/01/2021;12/31/2021;25
181321;WAYNE COUNTY HOSPITAL;11/01/2020;10/31/2021;25
181322;CALDWELL COUNTY HOSPITAL;07/01/2021;6/30/2022;25
181323;OHIO COUNTY HOSPITAL;10/01/2020;9/30/2021;25
181324;THE MEDICAL CENTER AT SCOTTSVILLE;04/01/2021;3/31/2022;132
181325;JANE TODD CRAWFORD HOSPITAL;07/01/2021;6/30/2022;25
181327;MARSHALL COUNTY HOSPITAL;01/01/2021;12/31/2021;25
181328;BARBOURVILLE ARH HOSPITAL;07/01/2021;6/30/2022;25
181329;SAINT JOSEPH BEREA;07/01/2021;6/30/2022;25
181330;RUSSELL COUNTY HOSPITAL;07/01/2021;6/30/2022;25
181331;MCDOWELL ARH;07/01/2021;6/30/2022;25
181332;FLEMING COUNTY HOSPITAL;08/01/2021;7/31/2022;25
182001;KINDRED HOSPITAL LOUISVILLE;09/01/2021;8/31/2022;200
182002;CONTINUING CARE HOSPITAL;07/01/2021;6/30/2022;23
182003;SSH - LEXINGTON  INC;06/01/2021;5/31/2022;30
182004;SSH - NORTHERN KENTUCKY  LLC;09/01/2021;8/31/2022;33
182005;COMMONWEALTH REGIONAL SPECIALTY HOSP;02/01/2021;1/31/2022;16
182006;CCH AT BAPTIST HEALTH CORBIN;03/01/2021;2/28/2022;32
182008;CONTINUECARE HOSPITAL AT BAPTIST HEA;04/01/2021;3/31/2022;37
182009;CONTINUECARE HOSPITAL MADISONVILLE;04/01/2021;3/31/2022;35
183026;CARDINAL HILL REHABILITATION HOSPITA;09/01/2021;8/31/2022;232
183027;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;51
183028;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;40
183029;SOUTHERN KENTUCKY REHAB HOSPITAL;01/01/2021;12/31/2021;60
183030;GATEWAY REHAB AT FLORENCE;01/01/2021;12/31/2021;40
184002;WESTERN STATE HOSPITAL;07/01/2021;6/30/2022;163
184004;EASTERN STATE HOSPITAL;07/01/2021;6/30/2022;195
184006;SUN BEHAVIORAL HEALTH - KENTUCKY;01/01/2021;12/31/2021;197
184007;THE BROOK - DUPONT;01/01/2021;12/31/2021;88
184008;TEN BROECK HOSPITAL - KMI;01/01/2021;12/31/2021;96
184009;RIDGE;01/01/2021;12/31/2021;110
184012;LINCOLN TRAIL BEHAVIORAL HEALTH;05/01/2021;4/30/2022;140
184013;GREEN RIVER VALLEY REGIONAL MENTAL H;07/01/2021;6/30/2022;
184014;FIRST HOSPITAL HOPKINSVILLE;01/01/2021;12/31/2021;97
184015;CENTRAL STATE HOSPITAL;07/01/2021;6/30/2022;70
184017;RIVENDELL BEHAVIORAL HEALTH SRVCS KY;01/01/2021;12/31/2021;125
190002;LAFAYETTE GENERAL MEDICAL CENTER;10/01/2020;9/30/2021;432
190004;THIBODAUX REGIONAL HEALTH SYSTEM;10/01/2020;9/30/2021;194
190005;UNIVERSITY MEDICAL CTR. AT NEW ORLEA;01/01/2021;12/31/2021;370
190006;UNIVERSITY HOSPITAL & CLINICS;07/01/2021;6/30/2022;52
190007;NATCHITOCHES REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;208
190008;TERREBONNE GENERAL HEALTH SYSTEM;04/01/2021;3/31/2022;181
190011;OCHSNER LSU HEALTH MONROE;07/01/2021;6/30/2022;111
190013;WEST CALCASIEU-CAMERON HOSPITAL;01/01/2021;12/31/2021;107
190014;OCHSNER ST. MARY;01/01/2021;12/31/2021;156
190015;NORTH OAKS MEDICAL CENTER;07/01/2021;6/30/2022;264
190017;OPELOUSAS GENERAL HOSPITAL;07/01/2021;6/30/2022;197
190019;ST. FRANCES CABRINI HOSPITAL;07/01/2021;6/30/2022;293
190020;LANE REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;139
190025;SAVOY MEDICAL MANAGEMENT GROUP  INC.;01/01/2021;12/31/2021;84
190026;RAPIDES REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;375
190027;ST. PATRICK HOSPITAL;07/01/2021;6/30/2022;148
190034;ABBEVILLE GENERAL HOSPITAL;01/01/2021;12/31/2021;60
190036;OCHSNER CLINIC FOUNDATION;01/01/2021;12/31/2021;1054
190039;WEST JEFFERSON MEDICAL CENTER;01/01/2021;12/31/2021;223
190040;SLIDELL MEMORIAL HOSPITAL;01/01/2021;12/31/2021;231
190041;HIGHLAND MEDICAL CENTER;07/01/2021;6/30/2022;214
190044;ACADIA GENERAL HOSPITAL;10/01/2020;9/30/2021;113
190045;ST. TAMMANY PARISH HOSPITAL;01/01/2021;12/31/2021;213
190046;TOURO INFIRMARY;01/01/2021;12/31/2021;340
190050;BEAUREGARD MEMORIAL HOSPITAL  INC.;11/01/2020;10/31/2021;49
190053;JENNINGS AMERICAN LEGION HOSPITAL;12/01/2020;11/30/2021;49
190054;IBERIA MEDICAL CENTER;10/01/2020;9/30/2021;159
190060;LAKE CHARLES MEMORIAL HOSPITAL;01/01/2021;12/31/2021;324
190064;OUR LADY OF THE LAKE  RMC;07/01/2021;6/30/2022;880
190065;BATON ROUGE GENERAL;10/01/2020;9/30/2021;341
190079;ST. CHARLES PARISH HOSPITAL;08/01/2021;7/31/2022;57
190081;WEST CARROLL HEALTH SYSTEMS  LLC;01/01/2021;12/31/2021;30
190086;NORTH LOUISIANA MEDICAL CENTER;10/01/2020;9/30/2021;122
190088;SPRINGHILL MEDICAL CENTER;01/01/2021;12/31/2021;58
190090;WINN PARISH MEDICAL CENTER;04/01/2021;3/31/2022;40
190098;OCHSNER LSU HEALTH SHREVEPORT;07/01/2021;6/30/2022;317
190099;AVOYELLES HOSPITAL;07/01/2021;6/30/2022;49
190102;OUR LADY OF LOURDES RMC;07/01/2021;6/30/2022;379
190106;OAKDALE COMMUNITY HOSPITAL;04/01/2021;3/31/2022;48
190111;WILLIS-KNIGHTON HEALTH SYSTEMS;10/01/2020;9/30/2021;889
190114;HOMER MEMORIAL HOSPITAL;07/01/2021;6/30/2022;47
190116;MOREHOUSE GENERAL HOSPITAL;06/01/2021;5/31/2022;49
190118;DESOTO REGIONAL HEALTH SYSTEM;10/01/2020;9/30/2021;34
190125;ST. FRANCIS MEDICAL CENTER;07/01/2021;6/30/2022;349
190128;WOMANS HOSPITAL;10/01/2020;9/30/2021;228
190133;ALLEN PARISH HOSPITAL;07/01/2021;6/30/2022;49
190140;FRANKLIN MEDICAL CENTER;05/01/2021;4/30/2022;39
190144;MINDEN MEDICAL CENTER;09/01/2021;8/31/2022;155
190145;LASALLE GENERAL HOSPITAL  INC.;10/01/2020;9/30/2021;46
190146;EAST JEFFERSON GENERAL HOSPITAL;10/01/2020;12/31/2020;335
190146;EAST JEFFERSON GENERAL HOSPITAL;01/01/2021;12/31/2021;335
190151;RICHLAND PARISH HOSPITAL SERVICE DIS;10/01/2020;9/30/2021;38
190160;GLENWOOD REGIONAL MEDICAL CENTER;03/01/2021;2/28/2022;270
190164;BYRD REGIONAL HOSPITAL;08/01/2021;7/31/2022;49
190167;MERCY REGIONAL MEDICAL CENTER;10/01/2020;9/30/2021;48
190176;TULANE UNIVERSITY HOSPITAL & CLINICS;01/01/2021;12/31/2021;472
190183;SOUTHERN REGIONAL MEDICAL CORP;07/01/2021;6/30/2022;80
190184;CITIZENS MEDICAL CENTER;04/01/2021;3/31/2022;40
190190;CALDWELL MEMORIAL HOSPITAL;01/01/2021;12/31/2021;37
190201;LAKE AREA MEDICAL CENTER;07/01/2021;6/30/2022;108
190202;OCHSNER MEDICAL CENTER - BATON ROUGE;10/01/2020;9/30/2021;171
190204;OCHSNER MEDICAL CENTER -NORTHSHORE;04/01/2021;3/31/2022;150
190208;EAST CARROLL PARISH HOSPITAL;06/01/2021;5/31/2022;23
190218;SABINE MEDICAL CENTER;04/01/2021;3/31/2022;48
190241;PHYSICIANS MEDICAL CENTER;01/01/2021;12/31/2021;30
190245;MONROE SURGICAL HOSPITAL;01/01/2021;12/31/2021;10
190251;SURGICAL SPECIALTY CENTER BATON ROUG;01/01/2021;12/31/2021;16
190255;PARK PLACE SURGERY CENTER;01/01/2021;12/31/2021;10
190256;DOCTORS HOSPITAL OF SLIDELL LLC;01/01/2021;12/31/2021;10
190259;LAFAYETTE SURGICAL SPECIALTY HOSPITA;01/01/2021;12/31/2021;20
190266;THE SPINE HOSPITAL OF LOUISIANA;01/01/2021;12/31/2021;23
190267;AVALA;01/01/2021;12/31/2021;21
190270;SOUTHERN SURGICAL HOSPITAL;01/01/2021;12/31/2021;37
190274;OCHSNER MEDICAL CENTER - KENNER  LLC;05/01/2021;4/30/2022;115
190278;SPECIALISTS HOSPITAL OF SHREVEPORT;01/01/2021;12/31/2021;15
190298;CENTRAL LOUISIANA SURGICAL HOSPITAL;06/01/2021;6/30/2022;24
190300;ST. CHARLES SURGICAL HOSPITAL;01/01/2021;12/31/2021;39
190302;OMEGA HOSPITAL LLC;01/01/2021;12/31/2021;16
190303;HAMMOND SURGICAL  LLC;01/01/2021;12/31/2021;30
190307;SOUTH CAMERON MEMORIAL HOSPITAL;01/01/2021;12/31/2021;49
190308;ST. BERNARD PARISH HOSPITAL;01/01/2021;12/31/2021;40
190312;OUR LADY OF THE ANGELS HOSPITAL MC;07/01/2021;6/30/2022;48
190313;NEW ORLEANS EAST HOSPITAL;01/01/2021;12/31/2021;60
190314;SOUTHEAST REGIONAL MEDICAL CENTER;09/01/2021;8/31/2022;14
190315;AVAIL HOSPITAL LAKE CHARLES;01/01/2021;12/31/2021;10
190316;THE GENERAL;10/01/2020;9/30/2021;137
190317;OLH-SHREVEPORT-ST. MARY MEDICAL CTR;07/01/2021;6/30/2022;120
190318;ACADIAN MEDICAL CENTER;10/01/2020;9/30/2021;49
191300;ST. HELENA PARISH HOSPITAL;11/01/2020;10/31/2021;25
191301;UNION GENERAL HOSPITAL  INC.;07/01/2021;6/30/2022;20
191302;ST MARTIN HOSPITAL;10/01/2020;9/30/2021;25
191303;OUR LADY OF THE LAKE ASSUMPTION COM;07/01/2021;6/30/2022;15
191304;NORTH CADDO MEDICAL CENTER;07/01/2021;6/30/2022;25
191305;ST. JAMES PARISH HOSPITAL;04/01/2021;3/31/2022;25
191306;WEST FELICIANA PARISH HOSPITAL;11/01/2020;10/31/2021;25
191307;DEQUINCY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;29
191308;PREVOST MEMORIAL HOSPITAL;09/01/2021;8/31/2022;25
191309;HOOD MEMORIAL HOSPITAL;10/01/2020;9/30/2021;25
191310;FRANKLIN FOUNDATION HOSPITAL;10/01/2020;9/30/2021;25
191311;BUNKIE GENERAL HOSPITAL;07/01/2021;6/30/2022;24
